2. TRIFD,34. CHEMICAL
46563FRRCR1301N,"['Acetone', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper', 'Methanol', 'Methyl methacrylate', 'Styrene']"
46563GLCRF904MA,"['Acetone', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
46563KNDST2055P,"['Acetone', 'Styrene']"
46563KRPLS1001N,"['Dimethyl phthalate', 'Methyl methacrylate', 'Styrene']"
46563KRPLS1400P,"['Dimethyl phthalate', 'Methyl methacrylate', 'Styrene']"
46563MCCRD500WH,"['Copper', 'Lead', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
46563NTDTC2000W,['Copper']
46563NTDTC301SO,['Copper']
46563RJMFG1420S,"['Certain glycol ethers', 'Zinc compounds']"
46563SGRNL1433W,['Aluminum (fume or dust)']
46563WHTLY1403S,['Trichloroethylene']
46563YNGDR25210,"['Certain glycol ethers', 'Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
46565HBBRDMAINV,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
46565LNCLNSTATE,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
46567CMMDRSR13N,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Chromium', 'Cobalt', 'Diisocyanates', 'Manganese', 'Nickel', 'n-Hexane']"
46567DNCRPPOBOX,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46567PMGPR100SO,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
46567RNKRB207CH,"['1,1,1-Trichloroethane', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Acetone', 'Dichloromethane', 'Dimethyl phthalate', 'Methyl methacrylate', 'Styrene', 'Toluene']"
46567SNYMP801EC,"['1,1,1-Trichloroethane', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates', 'Toluene', 'Xylene (mixed isomers)']"
46567SYRCS1135S,"['Di(2-ethylhexyl) phthalate', 'Zinc compounds']"
46571NSHKW324MO,"['1,1,1-Trichloroethane', '2-Mercaptobenzothiazole', 'Ethylene thiourea', 'Thiram', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
46571RDMNH302RE,['Diisocyanates']
46571STRCR536MI,"['Dichloromethane', 'Toluene']"
46571STRCR536WE,"['Acetone', 'Dichloromethane', 'Diisocyanates', 'Dimethyl phthalate', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
46573HLDYR400IN,"['1,1,1-Trichloroethane', 'Acetone', 'Dichloromethane', 'Ethylene glycol', 'Methyl ethyl ketone', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
46573HLDYR65528,"['1,1,1-Trichloroethane', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Phosphoric acid', 'Toluene', 'Xylene (mixed isomers)']"
46573HRTHS66700,['Diisocyanates']
46573QLTYD27667,['Toluene']
46573TLMST65266,"['Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Phosphoric acid', 'Toluene', 'Xylene (mixed isomers)']"
46574CHRLSROOSE,"['Copper', 'Lead', 'Methanol']"
46574MDRNDINDUS,['Diisocyanates']
46574MRCNRWALKE,"['Di(2-ethylhexyl) phthalate', 'Dichloromethane', 'Toluene diisocyanate (mixed isomers)']"
46574PRMDR111MU,"['Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
46574PSSTL103IN,['Styrene']
46580BSFCROLDRO,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
46580DLTSC3100S,"['Acetone', 'Di(2-ethylhexyl) phthalate', 'Diisocyanates', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
46580DPYDVUS30E,"['Chromium', 'Cobalt', 'Nitric acid']"
46580FRMNN523RD,"['Acetone', 'Dimethyl phthalate', 'Methyl ethyl ketone', 'Styrene']"
46580HNDND939WM,['Trichloroethylene']
46580LYMPCUS30W,"['1,1,1-Trichloroethane', 'Acetone', 'Dicyclopentadiene', 'Diisocyanates', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Methyl ethyl ketone', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
46580MDCST596EA,"['Chromium', 'Cobalt']"
46580MRTNPLEITE,"['Antimony compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Nickel compounds']"
46580NRYLPSTATE,"['Antimony compounds', 'Mixture', 'N,N-Dimethylformamide', 'Polychlorinated biphenyls']"
46580PBDYB301KI,"['Acetone', 'Styrene']"
46580RRDNNOLDRO,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Copper', 'Ethylbenzene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
46580THDLTCORNE,"['1,1,1-Trichloroethane', 'Aluminum (fume or dust)', 'Barium', 'Bis(2-ethylhexyl) adipate', 'Chromium', 'Copper', 'Diisocyanates', 'Manganese', 'Naphthalene', 'Nickel', 'Phenol', 'Phosphoric acid', 'Phosphorus (yellow or white)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Triethylamine']"
46580THYNC486W3,"['Chromium', 'Nickel']"
46580WRSWCPOBOX,"['1,1,1-Trichloroethane', 'Acetone', 'Certain glycol ethers', 'Chlorine', 'Dichloromethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)']"
46580ZMMRNCENTE,"['1,1,1-Trichloroethane', 'Chromium', 'Cobalt', 'Nickel', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid']"
46581THFLX1510A,"['Manganese', 'Toluene']"
46581WRSWPLINCO,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel', 'Nickel compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
46590SPNST303KI,['Styrene']
46601HRBRM802SF,['Ammonia']
46613RCNDS3809W,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46614HRPRD23146,"['Chromium', 'Nickel']"
46614MGNRL711WC,"['Ethylene glycol', 'Methyl isobutyl ketone']"
46614MLSDG4315S,['Methanol']
46615STHBN1237N,['Trichloroethylene']
46619KKKWR1217S,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46619MGNRN1302W,"['1,1,1-Trichloroethane', 'Ammonia', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Trichloroethylene']"
46619MHWKF402NS,['Toluene']
46619MLDNG1545S,"['Dichloromethane', 'Styrene', 'Zinc compounds']"
46619RCNCR3902W,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46623SBLYM220WE,"['Aluminum oxide (fibrous forms)', 'Chromium', 'Copper', 'Manganese']"
46624LLDSG3520W,"['1,1,1-Trichloroethane', 'Benzene', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Ethylene', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46624STLWR2722W,"['Chromium', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese', 'Nickel']"
46625STHBN201SO,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46626MHWKL8401E,"['1,1,1-Trichloroethane', 'Certain glycol ethers', 'Dichloromethane', 'Diethanolamine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Phosphoric acid', 'Sodium nitrite', 'Tetrachloroethylene', 'Xylene (mixed isomers)']"
46628BRNCR2001W,"['Certain glycol ethers', 'Cyclohexane', 'Diisocyanates', 'Ethylene glycol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Hexane']"
46628CCRDN4300O,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46628HDWNC1827N,"['Ammonia', 'Ammonium sulfate (solution)', 'Ethylene glycol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46628MCCRM3425W,['Phosphoric acid']
46628NMTND2424N,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46628NTNLC2629F,['Styrene']
46628PSTNP3605W,"['Copper', 'Lead', 'Manganese', 'Nickel']"
46628QRSPL3107N,"['Acetone', 'Methyl ethyl ketone']"
46628QRSPL4221T,"['Acetone', 'Methyl ethyl ketone']"
46628TNCRP2930F,"['Chromium', 'Manganese', 'Nickel']"
46680NWNRG3201W,"['Benzene', 'Chlorine', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
46701LBNWRSTATE,['Copper']
46701PHLPSCR75E,"['Chromium', 'Copper', 'Manganese', 'Methyl ethyl ketone', 'Nickel', 'Phosphorus (yellow or white)', 'Xylene (mixed isomers)']"
46701PRKRHSTATE,"['Copper', 'Lead', 'Zinc (fume or dust)']"
46702KNKLF407CA,"['Copper', 'Lead', 'Zinc (fume or dust)']"
46702NTDTC303NO,"['Chromium', 'Copper', 'Lead', 'Manganese', 'Nickel', 'Trichloroethylene']"
46703CLVTL503WE,"['1,1,1-Trichloroethane', 'Ethylene glycol', 'Manganese']"
46703DNCRP203WE,"['Copper', 'Lead']"
46703FBGLS300IN,"['Acetone', 'Methyl methacrylate', 'Styrene']"
46703FRDNC401GR,"['Certain glycol ethers', 'Xylene (mixed isomers)']"
46703HNDYH1501W,"['Chromium', 'Copper', 'Nickel']"
46703MYRMN1311W,"['Chromium', 'Manganese', 'Nickel']"
46703WNSCR1211W,['Ammonia']
46705CVNGTSTATE,"['Certain glycol ethers', 'Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Phosphoric acid']"
46706BLLBR520HA,"['Copper', 'Lead']"
46706BRNFN2278C,"['Aluminum (fume or dust)', 'Arsenic', 'Chromium', 'Copper', 'Lead', 'Manganese', 'Nickel', 'Phosphoric acid']"
46706BRNFN63563,"['1,2,4-Trimethylbenzene', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Aluminum (fume or dust)', 'Aluminum oxide (fibrous forms)', 'Arsenic', 'Barium', 'Chromium', 'Cobalt', 'Copper', 'Diisocyanates', 'Lead', 'Manganese', 'N-Methyl-2-pyrrolidone', 'Nickel', 'Phenol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Triethylamine', 'Vanadium (except when contained in an alloy)']"
46706BSTNP625WE,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46706CNTCH1200P,"['Copper', 'Zinc compounds']"
46706CPRND725W1,"['1,1,1-Trichloroethane', '2-Mercaptobenzothiazole', 'Certain glycol ethers', 'Ethylbenzene', 'Ethylene thiourea', 'Methyl isobutyl ketone', 'Phosphoric acid', 'Polychlorinated alkanes (C10-C13)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Thiram', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
46706GRDNN1900S,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diethanolamine', 'Diisocyanates', 'Ethylene glycol', 'Methyl ethyl ketone', 'Toluene']"
46706PHLPS813GR,['Ethylene glycol']
46706RKCRP500WE,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Zinc compounds']"
46706RMCMF1101O,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46706RVSBRCR427,"['Antimony compounds', 'Dichloromethane', 'Toluene diisocyanate (mixed isomers)']"
46706TWRTM801W1,"['Chromium', 'Lead', 'Manganese', 'Nickel', 'Zinc compounds']"
46710HSRWRPROGR,['Lead compounds']
46710MRCNF205GR,"['Methyl ethyl ketone', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46711CTSCR565HI,"['1,1,1-Trichloroethane', 'Acetone', 'Trichloroethylene']"
46711NTDTC917LI,"['1,2,4-Trimethylbenzene', 'Ethylbenzene', 'Formaldehyde', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
46714FRNKL400ES,"['Chromium', 'Copper', 'Ethylbenzene', 'Manganese', 'Methyl isobutyl ketone', 'Nickel', 'Tetrachloroethylene', 'Toluene', 'Xylene (mixed isomers)']"
46714KTCNC200EA,['Zinc (fume or dust)']
46714LMCST0059N,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Manganese compounds', 'Nickel compounds']"
46714MRMNMCORNI,"['Manganese compounds', 'Zinc compounds']"
46714STRLN1000W,"['Aluminum (fume or dust)', 'Aluminum oxide (fibrous forms)', 'Chromium', 'Copper', 'Manganese', 'Manganese compounds', 'Phenol']"
46721BHNPRUSHWY,"['Copper compounds', 'Hexachloroethane', 'Zinc compounds']"
46721BTLRM4506N,['Manganese compounds']
46721DKLBMUSROU,"['Acetone', 'Decabromodiphenyl oxide']"
46721FFLTD4211C,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46721HNDRC200WC,"['Manganese', 'Nickel']"
46721NVRSLBOX10,"['Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
46721STLDY4500C,"['Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead', 'Lead compounds', 'Manganese compounds', 'Nickel compounds', 'Zinc compounds']"
46721THRMTREJON,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Certain glycol ethers', 'Dichloromethane', 'Diisocyanates', 'Styrene', 'Trichlorofluoromethane (CFC-11)']"
46723CHMCL12628,"['Copper compounds', 'Manganese compounds']"
46725BNDFL521SO,['Xylene (mixed isomers)']
46725CLMBCPOBOX,"['Chromium', 'Copper', 'Lead', 'Manganese', 'Nickel', 'Trichloroethylene']"
46725CRBRR302FA,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Nickel', 'Nickel compounds', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
46725FBRFR71ERA,"['Certain glycol ethers', 'Methyl ethyl ketone', 'Toluene']"
46725FRTWYRTE7C,"['1,1,1-Trichloroethane', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Aluminum (fume or dust)', 'Bis(2-ethylhexyl) adipate', 'Copper', 'Diisocyanates', 'Manganese', 'Nickel', 'Phenol', 'Triethylamine']"
46725LCLSX1SHOR,['Copper']
46725MGNVXUS30C,"['1,1,1-Trichloroethane']"
46725NTDTCUSHIG,"['Chromium', 'Copper', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead', 'Manganese', 'Nickel', 'Sodium dimethyldithiocarbamate', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
46725RLCRFUSBUS,['Diisocyanates']
46725SSXWRPOBOX,"['Antimony compounds', 'Copper', 'Lead compounds']"
46730HSRFN1720U,"['Antimony compounds', 'Copper', 'Di(2-ethylhexyl) phthalate', 'Lead compounds']"
46732BRCRBSTATE,"['Di(2-ethylhexyl) phthalate', 'Xylene (mixed isomers)', 'Zinc (fume or dust)']"
46732FLXHM9455W,"['Copper', 'Nickel']"
46733CNTRL1200N,"['Chlorine', 'Nickel', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'n-Hexane']"
46733DCTRC822DA,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Aluminum oxide (fibrous forms)', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Diisocyanates', 'Manganese compounds', 'Nickel compounds', 'Triethylamine']"
46733DCTRN1717W,['Toluene']
46733FLTWD1031U,"['1,1,1-Trichloroethane', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates', 'Toluene', 'Xylene (mixed isomers)']"
46733FLTWDUS27A,"['1,1,1-Trichloroethane', 'Diisocyanates', 'Toluene', 'Xylene (mixed isomers)']"
46733GLDSH2004P,"['Acetone', 'Dimethyl phthalate', 'Methyl methacrylate', 'Styrene', 'Xylene (mixed isomers)']"
46733GLDSH2709P,"['Acetone', 'Methyl methacrylate', 'Styrene']"
46733GLPNN1819P,"['Methanol', 'Toluene', 'Trichloroethylene']"
46733SLBRL2010G,"['1,2,4-Trimethylbenzene', 'Aluminum (fume or dust)']"
46733THNDR2200W,"['1,1,1-Trichloroethane', 'Acetone', 'Chlorodifluoromethane (HCFC-22)', 'Dichloromethane', 'Diisocyanates', 'Methyl methacrylate', 'Styrene']"
46737DXTRXWESTP,['Certain glycol ethers']
46737FRMNTLORD5,"['Aluminum (fume or dust)', 'Certain glycol ethers', 'Copper', 'Nickel']"
46737LCLDM550FE,"['Lead compounds', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
46737MCSTT706ED,['Aluminum (fume or dust)']
46738FLTWD1850S,"['1,1,1-Trichloroethane', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
46740LKHRT700RA,"['Copper', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
46741DTCHMR2ROT,"['Toluene', 'Xylene (mixed isomers)']"
46741GLPCH14123,"['Acetone', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Methyl ethyl ketone', 'Styrene', 'Xylene (mixed isomers)', 'Zinc (fume or dust)']"
